1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,10,25,50,75,100,125,150
1,1000,2000,4000,8000,8000,8000,8000
1,1000,2000,4000,8000,8000,8000,8000
1,1000,2000,4000,8000,8000,8000,8000
1,1000,2000,4000,8000,8000,8000,8000
1,1000,2000,4000,8000,8000,8000,8000
1,150000,185000,255000,290000,336000,336000,336000
1,116000,250000,407500,588000,588000,588000,588000
1,58000,180000,326000,495000,495000,495000,495000
1,111000,227500,350000,478000,612500,752500,752500
1,157500,321000,490000,665000,846000,1032500,1032500
1,602000,1204000,1806000,2408000,3010000,3010000,3010000
1,677250,1279250,1881250,2483250,3085250,3085250,3085250
1,752500,1354500,1956500,2558500,3160500,3160500,3160500
1,827750,1429750,1956500,2633750,3235750,3235750,3235750
